"ID","Type","SKU","Name","Slug","Published","Is featured?","Visibility in catalog","Short description","Description","Tax status","Tax class","In stock?","Stock","Regular price","Sale price","Categories","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position"
,"simple","12164","سینی جفتی کف ساده دسته طلایی(W0182)","سینی-جفتی-کف-ساده-دسته-طلایی(w0182)","1","0","visible","سینی جفتی کف ساده دسته طلایی(W0182)","سینی جفتی کف ساده دسته طلایی(W0182)","taxable",,"1","2","1867200","1556000",,,,,,,,,,,"0"
,"simple","12167","کتری پیرکس +4 عدد قهوه پیرکس (NATALY(   L6-37","کتری-پیرکس-+4-عدد-قهوه-پیرکس-(nataly(-l6-37","1","0","visible","کتری پیرکس +4 عدد قهوه پیرکس (NATALY(   L6-37","کتری پیرکس +4 عدد قهوه پیرکس (NATALY(   L6-37","taxable",,"1","16","800400","667000",,,,,,,,,,,"0"
,"simple","12173","کارد رنگی دیاگو پرنیان ","کارد-رنگی-دیاگو-پرنیان-","1","0","visible","کارد رنگی دیاگو پرنیان ","کارد رنگی دیاگو پرنیان ","taxable",,"1","1","122400","102000",,,,,,,,,,,"0"
,"simple","12174","قوری 2 لیتری استیل  دسته بالا -طلوع","قوری-2-لیتری-استیل-دسته-بالا--طلوع","1","0","visible","قوری 2 لیتری استیل  دسته بالا -طلوع","قوری 2 لیتری استیل  دسته بالا -طلوع","taxable",,"1","40","469200","391000",,,,,,,,,,,"0"
,"simple","12175","کتری 3  لیتری  استیل دسته بالا - طلوع","کتری-3-لیتری-استیل-دسته-بالا---طلوع","1","0","visible","کتری 3  لیتری  استیل دسته بالا - طلوع","کتری 3  لیتری  استیل دسته بالا - طلوع","taxable",,"1","10","708000","590000",,,,,,,,,,,"0"
,"simple","12176","کتری 4 لیتری استیل دسته بالا - طلوع","کتری-4-لیتری-استیل-دسته-بالا---طلوع","1","0","visible","کتری 4 لیتری استیل دسته بالا - طلوع","کتری 4 لیتری استیل دسته بالا - طلوع","taxable",,"1","20","690000","575000",,,,,,,,,,,"0"
,"simple","12177","کتری 6 لیتری استیل دسته بالا -طلوع","کتری-6-لیتری-استیل-دسته-بالا--طلوع","1","0","visible","کتری 6 لیتری استیل دسته بالا -طلوع","کتری 6 لیتری استیل دسته بالا -طلوع","taxable",,"1","33","894000","745000",,,,,,,,,,,"0"
,"simple","12179","کارد سه میخ دیاگو پرنیان","کارد-سه-میخ-دیاگو-پرنیان","1","0","visible","کارد سه میخ دیاگو پرنیان","کارد سه میخ دیاگو پرنیان","taxable",,"1","166","141600","118000",,,,,,,,,,,"0"
,"simple","12180","فنجان چری ساده B95 بلینگ مکس (نقدی)","فنجان-چری-ساده-b95-بلینگ-مکس-(نقدی)","1","0","visible","فنجان چری ساده B95 بلینگ مکس (نقدی)","فنجان چری ساده B95 بلینگ مکس (نقدی)","taxable",,"1","25","282000","235000",,,,,,,,,,,"0"
,"simple","12188","کولر 24000 ایوولی MD1","کولر-24000-ایوولی-md1","1","0","visible","کولر 24000 ایوولی MD1","کولر 24000 ایوولی MD1","taxable",,"1","3","0","0",,,,,,,,,,,"0"
,"simple","12189","کولر 18000ایوولی MD1","کولر-18000ایوولی-md1","1","0","visible","کولر 18000ایوولی MD1","کولر 18000ایوولی MD1","taxable",,"1","3","0","0",,,,,,,,,,,"0"
,"simple","12007","کلمن دو طبقه هابیتات ساده -850","کلمن-دو-طبقه-هابیتات-ساده--850","1","0","visible","کلمن دو طبقه هابیتات ساده -850","کلمن دو طبقه هابیتات ساده -850","taxable",,"1","4","1584000","1320000",,,,,,,,,,,"0"
,"simple","12197","قندان طرح لوتوس مدل      701107-1","قندان-طرح-لوتوس-مدل-701107-1","1","0","visible","قندان طرح لوتوس مدل      701107-1","قندان طرح لوتوس مدل      701107-1","taxable",,"1","19","442800","369000",,,,,,,,,,,"0"
,"simple","12199","رولت خوری کوچک طرح لوتوس مدل    701120-1","رولت-خوری-کوچک-طرح-لوتوس-مدل-701120-1","1","0","visible","رولت خوری کوچک طرح لوتوس مدل    701120-1","رولت خوری کوچک طرح لوتوس مدل    701120-1","taxable",,"1","8","562800","469000",,,,,,,,,,,"0"
,"simple","12200","رولت خوری متوسط طرح لوتوس مدل   701121-1","رولت-خوری-متوسط-طرح-لوتوس-مدل-701121-1","1","0","visible","رولت خوری متوسط طرح لوتوس مدل   701121-1","رولت خوری متوسط طرح لوتوس مدل   701121-1","taxable",,"1","6","706800","589000",,,,,,,,,,,"0"
,"simple","12201","رولت خوری بزرگ طرح لوتوس مدل   701122-1","رولت-خوری-بزرگ-طرح-لوتوس-مدل-701122-1","1","0","visible","رولت خوری بزرگ طرح لوتوس مدل   701122-1","رولت خوری بزرگ طرح لوتوس مدل   701122-1","taxable",,"1","6","828000","690000",,,,,,,,,,,"0"
,"simple","12202","اردو خوری قلب دوتایی طرح لوتوس مدل        701127   -1","اردو-خوری-قلب-دوتایی-طرح-لوتوس-مدل-701127--1","1","0","visible","اردو خوری قلب دوتایی طرح لوتوس مدل        701127   -1","اردو خوری قلب دوتایی طرح لوتوس مدل        701127   -1","taxable",,"1","12","778800","649000",,,,,,,,,,,"0"
,"simple","12203","دیس مستطیل کوچک طرح لوتوس مدل      701131-1","دیس-مستطیل-کوچک-طرح-لوتوس-مدل-701131-1","1","0","visible","دیس مستطیل کوچک طرح لوتوس مدل      701131-1","دیس مستطیل کوچک طرح لوتوس مدل      701131-1","taxable",,"1","5","1138800","949000",,,,,,,,,,,"0"
,"simple","12205","مرغ خوری تابه  مستطیل کوچک طرح لوتوس مدل       701133-1","مرغ-خوری-تابه-مستطیل-کوچک-طرح-لوتوس-مدل-701133-1","1","0","visible","مرغ خوری تابه  مستطیل کوچک طرح لوتوس مدل       701133-1","مرغ خوری تابه  مستطیل کوچک طرح لوتوس مدل       701133-1","taxable",,"1","13","838800","699000",,,,,,,,,,,"0"
,"simple","12206","مرغ خوری تابه  مستطیل متوسط طرح لوتوس مدل    701134-1","مرغ-خوری-تابه-مستطیل-متوسط-طرح-لوتوس-مدل-701134-1","1","0","visible","مرغ خوری تابه  مستطیل متوسط طرح لوتوس مدل    701134-1","مرغ خوری تابه  مستطیل متوسط طرح لوتوس مدل    701134-1","taxable",,"1","3","1018800","849000",,,,,,,,,,,"0"
,"simple","12208","پیش دست ست گرد طرح لوتوس مدل     7011138  -1 ","پیش-دست-ست-گرد-طرح-لوتوس-مدل-7011138--1-","1","0","visible","پیش دست ست گرد طرح لوتوس مدل     7011138  -1 ","پیش دست ست گرد طرح لوتوس مدل     7011138  -1 ","taxable",,"1","6","2158800","1799000",,,,,,,,,,,"0"
,"simple","12209","مرغ خوری بیضی کوچک طرح لوتوس مدل    70143-1","مرغ-خوری-بیضی-کوچک-طرح-لوتوس-مدل-70143-1","1","0","visible","مرغ خوری بیضی کوچک طرح لوتوس مدل    70143-1","مرغ خوری بیضی کوچک طرح لوتوس مدل    70143-1","taxable",,"1","15","694800","579000",,,,,,,,,,,"0"
,"simple","12210","مرغ خوری تابه  بیضی متوسط طرح لوتوس مدل    701144-1","مرغ-خوری-تابه-بیضی-متوسط-طرح-لوتوس-مدل-701144-1","1","0","visible","مرغ خوری تابه  بیضی متوسط طرح لوتوس مدل    701144-1","مرغ خوری تابه  بیضی متوسط طرح لوتوس مدل    701144-1","taxable",,"1","4","898800","749000",,,,,,,,,,,"0"
,"simple","12213","پیاله ست گرد طرح لوتوس مدل   701137-1","پیاله-ست-گرد-طرح-لوتوس-مدل-701137-1","1","0","visible","پیاله ست گرد طرح لوتوس مدل   701137-1","پیاله ست گرد طرح لوتوس مدل   701137-1","taxable",,"1","7","1918800","1599000",,,,,,,,,,,"0"
,"simple","12216","آلومینیوم خطی سینی گرد 30 سانت نقره ای    3222182","آلومینیوم-خطی-سینی-گرد-30-سانت-نقره-ای-3222182","1","0","visible","آلومینیوم خطی سینی گرد 30 سانت نقره ای    3222182","آلومینیوم خطی سینی گرد 30 سانت نقره ای    3222182","taxable",,"1","2","2382000","1985000",,,,,,,,,,,"0"
,"simple","12217","آلومینیوم خطی سینی مستطیل کوچک نقره ای     3222168","آلومینیوم-خطی-سینی-مستطیل-کوچک-نقره-ای-3222168","1","0","visible","آلومینیوم خطی سینی مستطیل کوچک نقره ای     3222168","آلومینیوم خطی سینی مستطیل کوچک نقره ای     3222168","taxable",,"1","2","1980000","1650000",,,,,,,,,,,"0"
,"simple","12220","آلومینیوم خطی شیرینی 30 سانت نقره ای     3222188","آلومینیوم-خطی-شیرینی-30-سانت-نقره-ای-3222188","1","0","visible","آلومینیوم خطی شیرینی 30 سانت نقره ای     3222188","آلومینیوم خطی شیرینی 30 سانت نقره ای     3222188","taxable",,"1","1","2382000","1985000",,,,,,,,,,,"0"
,"simple","12221","آلومینیوم خطی ظرف بیضی بزرگ نقره ای     3222192","آلومینیوم-خطی-ظرف-بیضی-بزرگ-نقره-ای-3222192","1","0","visible","آلومینیوم خطی ظرف بیضی بزرگ نقره ای     3222192","آلومینیوم خطی ظرف بیضی بزرگ نقره ای     3222192","taxable",,"1","1","2820000","2350000",,,,,,,,,,,"0"
,"simple","12222","آلومینیوم خطی ظرف بیضی بزرگ نقره ای      3222205","آلومینیوم-خطی-ظرف-بیضی-بزرگ-نقره-ای-3222205","1","0","visible","آلومینیوم خطی ظرف بیضی بزرگ نقره ای      3222205","آلومینیوم خطی ظرف بیضی بزرگ نقره ای      3222205","taxable",,"1","2","3576000","2980000",,,,,,,,,,,"0"
,"simple","12228","نعلبکی گرد  میثم  تقدیس (12د) ","نعلبکی-گرد-میثم-تقدیس-(12د)-","1","0","visible","نعلبکی گرد  میثم  تقدیس (12د) ","نعلبکی گرد  میثم  تقدیس (12د) ","taxable",,"1","1","340800","284000",,,,,,,,,,,"0"
,"simple","12229","نعلبکی گرد  مدیسا تقدیس  (12د)","نعلبکی-گرد-مدیسا-تقدیس-(12د)","1","0","visible","نعلبکی گرد  مدیسا تقدیس  (12د)","نعلبکی گرد  مدیسا تقدیس  (12د)","taxable",,"1","1","340800","284000",,,,,,,,,,,"0"
,"simple","12235","تابه موج نارین","تابه-موج-نارین","1","0","visible","تابه موج نارین","تابه موج نارین","taxable",,"1","5","210000","175000",,,,,,,,,,,"0"
,"simple","12236","لیوان کرایس طوسی بن سای ","لیوان-کرایس-طوسی-بن-سای-","1","0","visible","لیوان کرایس طوسی بن سای ","لیوان کرایس طوسی بن سای ","taxable",,"1","34","70800","59000",,,,,,,,,,,"0"
,"simple","12238","لیوان کرایس آبی بن سای","لیوان-کرایس-آبی-بن-سای","1","0","visible","لیوان کرایس آبی بن سای","لیوان کرایس آبی بن سای","taxable",,"1","35","70800","59000",,,,,,,,,,,"0"
,"simple","12239","قندان تک ژولیت  باواریا    1095","قندان-تک-ژولیت-باواریا-1095","1","0","visible","قندان تک ژولیت  باواریا    1095","قندان تک ژولیت  باواریا    1095","taxable",,"1","2","852000","710000",,,,,,,,,,,"0"
,"simple","12241","بشقاب گرد کوچک تخت 25 ژولیت باواریا  1087","بشقاب-گرد-کوچک-تخت-25-ژولیت-باواریا-1087","1","0","visible","بشقاب گرد کوچک تخت 25 ژولیت باواریا  1087","بشقاب گرد کوچک تخت 25 ژولیت باواریا  1087","taxable",,"1","11","2196000","1830000",,,,,,,,,,,"0"
,"simple","12242","شیرینی خوری چهارگوش کوچک ژولیت باواریا  1085","شیرینی-خوری-چهارگوش-کوچک-ژولیت-باواریا-1085","1","0","visible","شیرینی خوری چهارگوش کوچک ژولیت باواریا  1085","شیرینی خوری چهارگوش کوچک ژولیت باواریا  1085","taxable",,"1","6","1908000","1590000",,,,,,,,,,,"0"
,"simple","12244","اردو سه خانه ژولیت باواریا  1090","اردو-سه-خانه-ژولیت-باواریا-1090","1","0","visible","اردو سه خانه ژولیت باواریا  1090","اردو سه خانه ژولیت باواریا  1090","taxable",,"1","2","1908000","1590000",,,,,,,,,,,"0"
,"simple","12245","پیش دستی بیضی ژولیت باواریا   1092","پیش-دستی-بیضی-ژولیت-باواریا-1092","1","0","visible","پیش دستی بیضی ژولیت باواریا   1092","پیش دستی بیضی ژولیت باواریا   1092","taxable",,"1","9","3228000","2690000",,,,,,,,,,,"0"
,"simple","12246","پیاله بیضی ژولیت  باواریا  1091","پیاله-بیضی-ژولیت-باواریا-1091","1","0","visible","پیاله بیضی ژولیت  باواریا  1091","پیاله بیضی ژولیت  باواریا  1091","taxable",,"1","8","3108000","2590000",,,,,,,,,,,"0"
,"simple","12247","دیس 36 مستطیل ژولیت   باواریا   1076","دیس-36-مستطیل-ژولیت-باواریا-1076","1","0","visible","دیس 36 مستطیل ژولیت   باواریا   1076","دیس 36 مستطیل ژولیت   باواریا   1076","taxable",,"1","1","2628000","2190000",,,,,,,,,,,"0"
,"simple","12248","فنجان نعلبکی 12 پارچه ژولیت باواریا  1093","فنجان-نعلبکی-12-پارچه-ژولیت-باواریا-1093","1","0","visible","فنجان نعلبکی 12 پارچه ژولیت باواریا  1093","فنجان نعلبکی 12 پارچه ژولیت باواریا  1093","taxable",,"1","4","4788000","3990000",,,,,,,,,,,"0"
,"simple","12249","سرویس 17 پارچه ژولیت  باواریا  1094","سرویس-17-پارچه-ژولیت-باواریا-1094","1","0","visible","سرویس 17 پارچه ژولیت  باواریا  1094","سرویس 17 پارچه ژولیت  باواریا  1094","taxable",,"1","3","7560000","6300000",,,,,,,,,,,"0"
,"simple","12251","میوه خوری گرد کوچک ژولیت  باواریا   1078","میوه-خوری-گرد-کوچک-ژولیت-باواریا-1078","1","0","visible","میوه خوری گرد کوچک ژولیت  باواریا   1078","میوه خوری گرد کوچک ژولیت  باواریا   1078","taxable",,"1","7","2196000","1830000",,,,,,,,,,,"0"
,"simple","12252","میوه خوری گرد بزرگ ژولیت  باواریا  1077","میوه-خوری-گرد-بزرگ-ژولیت-باواریا-1077","1","0","visible","میوه خوری گرد بزرگ ژولیت  باواریا  1077","میوه خوری گرد بزرگ ژولیت  باواریا  1077","taxable",,"1","3","2736000","2280000",,,,,,,,,,,"0"
,"simple","12253","کاسه چهارگوش  بزرگ ژولیت  باواریا  1079","کاسه-چهارگوش-بزرگ-ژولیت-باواریا-1079","1","0","visible","کاسه چهارگوش  بزرگ ژولیت  باواریا  1079","کاسه چهارگوش  بزرگ ژولیت  باواریا  1079","taxable",,"1","3","2736000","2280000",,,,,,,,,,,"0"
,"simple","12254","کاسه چهار گوش کوچک ژولیت  باواریا   1080","کاسه-چهار-گوش-کوچک-ژولیت-باواریا-1080","1","0","visible","کاسه چهار گوش کوچک ژولیت  باواریا   1080","کاسه چهار گوش کوچک ژولیت  باواریا   1080","taxable",,"1","4","2196000","1830000",,,,,,,,,,,"0"
,"simple","12255","دیس 35 بیضی کوچک ژولیت  باواریا  1075","دیس-35-بیضی-کوچک-ژولیت-باواریا-1075","1","0","visible","دیس 35 بیضی کوچک ژولیت  باواریا  1075","دیس 35 بیضی کوچک ژولیت  باواریا  1075","taxable",,"1","8","2340000","1950000",,,,,,,,,,,"0"
,"simple","12258","میوه خوری بیضی کوچک ژولیت باواریا   1083","میوه-خوری-بیضی-کوچک-ژولیت-باواریا-1083","1","0","visible","میوه خوری بیضی کوچک ژولیت باواریا   1083","میوه خوری بیضی کوچک ژولیت باواریا   1083","taxable",,"1","3","3240000","2700000",,,,,,,,,,,"0"
,"simple","12260","میوه خوری بیضی ژولیت باواریا    1081","میوه-خوری-بیضی-ژولیت-باواریا-1081","1","0","visible","میوه خوری بیضی ژولیت باواریا    1081","میوه خوری بیضی ژولیت باواریا    1081","taxable",,"1","1","2856000","2380000",,,,,,,,,,,"0"
,"simple","12273","نعلبکی تقدیس مهیاس طلایی(12د)","نعلبکی-تقدیس-مهیاس-طلایی(12د)","1","0","visible","نعلبکی تقدیس مهیاس طلایی(12د)","نعلبکی تقدیس مهیاس طلایی(12د)","taxable",,"1","2","360000","300000",,,,,,,,,,,"0"
,"simple","12278","قوری چینی بزرگ عرفان صدف طلایی","قوری-چینی-بزرگ-عرفان-صدف-طلایی","1","0","visible","قوری چینی بزرگ عرفان صدف طلایی","قوری چینی بزرگ عرفان صدف طلایی","taxable",,"0","-1","117600","98000",,,,,,,,,,,"0"
,"simple","12282","نعلبکی 5 ارگ سرمه ای -لورین(20د)","نعلبکی-5-ارگ-سرمه-ای--لورین(20د)","1","0","visible","نعلبکی 5 ارگ سرمه ای -لورین(20د)","نعلبکی 5 ارگ سرمه ای -لورین(20د)","taxable",,"1","67","300000","250000",,,,,,,,,,,"0"
,"simple","12283","نعلبکی 5 روژین سرمه ای -لورین(20د)","نعلبکی-5-روژین-سرمه-ای--لورین(20د)","1","0","visible","نعلبکی 5 روژین سرمه ای -لورین(20د)","نعلبکی 5 روژین سرمه ای -لورین(20د)","taxable",,"1","76","270000","225000",,,,,,,,,,,"0"
,"simple","12284","نعلبکی 5 ارغوان سرمه ای -لورین(20د)","نعلبکی-5-ارغوان-سرمه-ای--لورین(20د)","1","0","visible","نعلبکی 5 ارغوان سرمه ای -لورین(20د)","نعلبکی 5 ارغوان سرمه ای -لورین(20د)","taxable",,"1","79","330000","275000",,,,,,,,,,,"0"
,"simple","12289","رنده 6 ضلعی ریور مدل 8491","رنده-6-ضلعی-ریور-مدل-8491","1","0","visible","رنده 6 ضلعی ریور مدل 8491","رنده 6 ضلعی ریور مدل 8491","taxable",,"1","1","302400","252000",,,,,,,,,,,"0"
,"simple","12290","ست پاسماوری  3 تیکه  ریور چوب فلز مدل   4915L","ست-پاسماوری-3-تیکه-ریور-چوب-فلز-مدل-4915l","1","0","visible","ست پاسماوری  3 تیکه  ریور چوب فلز مدل   4915L","ست پاسماوری  3 تیکه  ریور چوب فلز مدل   4915L","taxable",,"1","10","1200000","1000000",,,,,,,,,,,"0"
,"simple","12291","ست ادویه 4 تکه ریور مدل   4916L","ست-ادویه-4-تکه-ریور-مدل-4916l","1","0","visible","ست ادویه 4 تکه ریور مدل   4916L","ست ادویه 4 تکه ریور مدل   4916L","taxable",,"1","7","1176000","980000",,,,,,,,,,,"0"
,"simple","12292","سینی گریل مشکی ریور مدل   3850B","سینی-گریل-مشکی-ریور-مدل-3850b","1","0","visible","سینی گریل مشکی ریور مدل   3850B","سینی گریل مشکی ریور مدل   3850B","taxable",,"1","11","1920000","1600000",,,,,,,,,,,"0"
,"simple","12294","رسنتر سایز 32 ریور مدل 3854 B","رسنتر-سایز-32-ریور-مدل-3854-b","1","0","visible","رسنتر سایز 32 ریور مدل 3854 B","رسنتر سایز 32 ریور مدل 3854 B","taxable",,"1","2","2112000","1760000",,,,,,,,,,,"0"
,"simple","12299","تابه 2 دسته ویوا سایز 28 مشکی ریور مدل 3852 B","تابه-2-دسته-ویوا-سایز-28-مشکی-ریور-مدل-3852-b","1","0","visible","تابه 2 دسته ویوا سایز 28 مشکی ریور مدل 3852 B","تابه 2 دسته ویوا سایز 28 مشکی ریور مدل 3852 B","taxable",,"1","2","1380000","1150000",,,,,,,,,,,"0"
,"simple","12303","کتری 2/8 لیتر قوری 1 لیتری  شیردار ریور سبز مدل 5868 ","کتری-2/8-لیتر-قوری-1-لیتری-شیردار-ریور-سبز-مدل-5868-","1","0","visible","کتری 2/8 لیتر قوری 1 لیتری  شیردار ریور سبز مدل 5868 ","کتری 2/8 لیتر قوری 1 لیتری  شیردار ریور سبز مدل 5868 ","taxable",,"1","2","2580000","2150000",,,,,,,,,,,"0"
,"simple","12310","کتری ترک برجسته طلایی  T.M","کتری-ترک-برجسته-طلایی-t.m","1","0","visible","کتری ترک برجسته طلایی  T.M","کتری ترک برجسته طلایی  T.M","taxable",,"1","1","2760000","2300000",,,,,,,,,,,"0"
,"simple","12312","کتری ترک اسلیمی T.M","کتری-ترک-اسلیمی-t.m","1","0","visible","کتری ترک اسلیمی T.M","کتری ترک اسلیمی T.M","taxable",,"1","5","2280000","1900000",,,,,,,,,,,"0"
,"simple","12313","کتری استکانی استیل عصایی T.M","کتری-استکانی-استیل-عصایی-t.m","1","0","visible","کتری استکانی استیل عصایی T.M","کتری استکانی استیل عصایی T.M","taxable",,"1","2","2280000","1900000",,,,,,,,,,,"0"
,"simple","12315","سطل و جادستمالی طرح سنگ","سطل-و-جادستمالی-طرح-سنگ","1","0","visible","سطل و جادستمالی طرح سنگ","سطل و جادستمالی طرح سنگ","taxable",,"1","8","948000","790000",,,,,,,,,,,"0"
,"simple","12316","پسته خوری سولو پلاتین پایه غزل002S","پسته-خوری-سولو-پلاتین-پایه-غزل002s","1","0","visible","پسته خوری سولو پلاتین پایه غزل002S","پسته خوری سولو پلاتین پایه غزل002S","taxable",,"1","1","344400","287000",,,,,,,,,,,"0"
,"simple","12317","شیرینی خوری بزرگ سولو پلاتین پایه غزل  006S","شیرینی-خوری-بزرگ-سولو-پلاتین-پایه-غزل-006s","1","0","visible","شیرینی خوری بزرگ سولو پلاتین پایه غزل  006S","شیرینی خوری بزرگ سولو پلاتین پایه غزل  006S","taxable",,"1","13","442800","369000",,,,,,,,,,,"0"
,"simple","12320","پیش دستی پایه دار سولو پلاتین پایه غزل 001S ","پیش-دستی-پایه-دار-سولو-پلاتین-پایه-غزل-001s-","1","0","visible","پیش دستی پایه دار سولو پلاتین پایه غزل 001S ","پیش دستی پایه دار سولو پلاتین پایه غزل 001S ","taxable",,"1","2","357600","298000",,,,,,,,,,,"0"
,"simple","12322","شیرینی خوری بزرگ پیکسل پلاتین پایه غزل  006P","شیرینی-خوری-بزرگ-پیکسل-پلاتین-پایه-غزل-006p","1","0","visible","شیرینی خوری بزرگ پیکسل پلاتین پایه غزل  006P","شیرینی خوری بزرگ پیکسل پلاتین پایه غزل  006P","taxable",,"1","2","442800","369000",,,,,,,,,,,"0"
,"simple","12323","شیرینی متوسط پیکسل پلاتین پایه غزل 004P","شیرینی-متوسط-پیکسل-پلاتین-پایه-غزل-004p","1","0","visible","شیرینی متوسط پیکسل پلاتین پایه غزل 004P","شیرینی متوسط پیکسل پلاتین پایه غزل 004P","taxable",,"1","2","386400","322000",,,,,,,,,,,"0"
,"simple","12325","پسته خوری پیکسل پلاتین پایه غزل 002P","پسته-خوری-پیکسل-پلاتین-پایه-غزل-002p","1","0","visible","پسته خوری پیکسل پلاتین پایه غزل 002P","پسته خوری پیکسل پلاتین پایه غزل 002P","taxable",,"1","4","344400","287000",,,,,,,,,,,"0"
,"simple","12327","کاسه بزرگ سولو پلاتین پایه غزل  005S","کاسه-بزرگ-سولو-پلاتین-پایه-غزل-005s","1","0","visible","کاسه بزرگ سولو پلاتین پایه غزل  005S","کاسه بزرگ سولو پلاتین پایه غزل  005S","taxable",,"1","2","414000","345000",,,,,,,,,,,"0"
,"simple","12334","فرنچ پرس تی مکس مدل FSB55","فرنچ-پرس-تی-مکس-مدل-fsb55","1","0","visible","فرنچ پرس تی مکس مدل FSB55","فرنچ پرس تی مکس مدل FSB55","taxable",,"1","3","210000","175000",,,,,,,,,,,"0"
,"simple","12343","پاسماوری پارچه دایموند کرم مدل 8","پاسماوری-پارچه-دایموند-کرم-مدل-8","1","0","visible","پاسماوری پارچه دایموند کرم مدل 8","پاسماوری پارچه دایموند کرم مدل 8","taxable",,"1","1","2037600","1698000",,,,,,,,,,,"0"
,"simple","12357","سرویس 9 پارچه قابلمه طرح سلکشن مشکی نقره ای 8-8-6-92","سرویس-9-پارچه-قابلمه-طرح-سلکشن-مشکی-نقره-ای-8-8-6-92","1","0","visible","سرویس 9 پارچه قابلمه طرح سلکشن مشکی نقره ای 8-8-6-92","سرویس 9 پارچه قابلمه طرح سلکشن مشکی نقره ای 8-8-6-92","taxable",,"1","2","10440000","8700000",,,,,,,,,,,"0"
,"simple","12346","سرویس 50 پارچه الیزابت پلاس قالب برتون طرح تئودور پلاتین -طوس ","سرویس-50-پارچه-الیزابت-پلاس-قالب-برتون-طرح-تئودور-پلاتین--طوس-","1","0","visible","سرویس 50 پارچه الیزابت پلاس قالب برتون طرح تئودور پلاتین -طوس ","سرویس 50 پارچه الیزابت پلاس قالب برتون طرح تئودور پلاتین -طوس ","taxable",,"1","1","12814800","10679000",,,,,,,,,,,"0"
,"simple","12349","سرویس 31 پارچه الیزابت پلاس قالب برتون طرح تئودور پلاتین  طوس ","سرویس-31-پارچه-الیزابت-پلاس-قالب-برتون-طرح-تئودور-پلاتین-طوس-","1","0","visible","سرویس 31 پارچه الیزابت پلاس قالب برتون طرح تئودور پلاتین  طوس ","سرویس 31 پارچه الیزابت پلاس قالب برتون طرح تئودور پلاتین  طوس ","taxable",,"1","1","7778400","6482000",,,,,,,,,,,"0"
,"simple","12360","بخاری برقی کریستون ","بخاری-برقی-کریستون-","1","0","visible","بخاری برقی کریستون ","بخاری برقی کریستون ","taxable",,"1","11","1320000","1100000",,,,,,,,,,,"0"
,"simple","12361","فلاکس 1لیتری رنگی سوپرلایف","فلاکس-1لیتری-رنگی-سوپرلایف","1","0","visible","فلاکس 1لیتری رنگی سوپرلایف","فلاکس 1لیتری رنگی سوپرلایف","taxable",,"1","21","456000","380000",,,,,,,,,,,"0"
,"simple","12195","پیش دست ست بیضی  طرح لوتوس  مدل     701104-1","پیش-دست-ست-بیضی-طرح-لوتوس-مدل-701104-1","1","0","visible","پیش دست ست بیضی  طرح لوتوس  مدل     701104-1","پیش دست ست بیضی  طرح لوتوس  مدل     701104-1","taxable",,"1","12","2028000","1690000",,,,,,,,,,,"0"
,"simple","12366","شیرینی متوسط پیکسل شامپاینی پایه غزل 004p","شیرینی-متوسط-پیکسل-شامپاینی-پایه-غزل-004p","1","0","visible","شیرینی متوسط پیکسل شامپاینی پایه غزل 004p","شیرینی متوسط پیکسل شامپاینی پایه غزل 004p","taxable",,"1","2","418800","349000",,,,,,,,,,,"0"
,"simple","12368","پیش دستی پیکسل شامپاینی پایه غزل 001p","پیش-دستی-پیکسل-شامپاینی-پایه-غزل-001p","1","0","visible","پیش دستی پیکسل شامپاینی پایه غزل 001p","پیش دستی پیکسل شامپاینی پایه غزل 001p","taxable",,"1","7","399600","333000",,,,,,,,,,,"0"
,"simple","12371","کاسه بزرگ  سولو شامپاینی پایه غزل   005S","کاسه-بزرگ-سولو-شامپاینی-پایه-غزل-005s","1","0","visible","کاسه بزرگ  سولو شامپاینی پایه غزل   005S","کاسه بزرگ  سولو شامپاینی پایه غزل   005S","taxable",,"1","3","456000","380000",,,,,,,,,,,"0"
,"simple","12372","شیرینی بزرگ سولو شامپاینی پایه غزل   006S","شیرینی-بزرگ-سولو-شامپاینی-پایه-غزل-006s","1","0","visible","شیرینی بزرگ سولو شامپاینی پایه غزل   006S","شیرینی بزرگ سولو شامپاینی پایه غزل   006S","taxable",,"1","15","484800","404000",,,,,,,,,,,"0"
,"simple","12376","پسته خوری سولو شامپاینی پایه غزل  002S","پسته-خوری-سولو-شامپاینی-پایه-غزل-002s","1","0","visible","پسته خوری سولو شامپاینی پایه غزل  002S","پسته خوری سولو شامپاینی پایه غزل  002S","taxable",,"1","2","386400","322000",,,,,,,,,,,"0"
,"simple","12377","خردکن 3/8 سیلور کراست  مدل   2023","خردکن-3/8-سیلور-کراست-مدل-2023","1","0","visible","خردکن 3/8 سیلور کراست  مدل   2023","خردکن 3/8 سیلور کراست  مدل   2023","taxable",,"1","14","1620000","1350000",,,,,,,,,,,"0"
,"simple","12380","کارد روک کد 12","کارد-روک-کد-12","1","0","visible","کارد روک کد 12","کارد روک کد 12","taxable",,"1","36","62400","52000",,,,,,,,,,,"0"
,"simple","12381","کارد روک کد 13","کارد-روک-کد-13","1","0","visible","کارد روک کد 13","کارد روک کد 13","taxable",,"1","39","70800","59000",,,,,,,,,,,"0"
